Norte,RO,1823
Norte,AC,902
Norte,AM,4162
Norte,RR,590
Norte,PA,8819
Norte,AP,885
Norte,TO,1610
Nordeste,MA,7155
Nordeste,PI,3296
Nordeste,CE,9289
Nordeste,RN,3587
Nordeste,PB,4058
Nordeste,PE,9672
Nordeste,AL,3372
Nordeste,SE,2357
Nordeste,BA,15015
Sudeste,MG,21513
Sudeste,ES,4148
Sudeste,RJ,17553
Sudeste,SP,46987
Sul,PR,11661
Sul,SC,7410
Sul,RS,11489
CentroOeste,MS,2796
CentroOeste,MT,3551
CentroOeste,GO,7299
CentroOeste,DF,3130 
